Time,xOut,yOut,zOut
9754.0,338.0,368.0,371.0
9804.0,335.0,366.0,369.0
9854.0,327.0,376.0,370.0
9904.0,335.0,375.0,371.0
9954.0,318.0,375.0,366.0
10004.0,333.0,385.0,368.0
10054.0,334.0,384.0,341.0
10104.0,332.0,382.0,357.0
10155.0,312.0,383.0,326.0
10205.0,316.0,381.0,353.0
10255.0,318.0,387.0,335.0
10305.0,324.0,386.0,348.0
10355.0,324.0,379.0,347.0
10405.0,322.0,391.0,342.0
10455.0,327.0,384.0,342.0
10505.0,352.0,383.0,336.0
10555.0,345.0,385.0,343.0
10605.0,335.0,381.0,340.0
10655.0,327.0,395.0,349.0
10705.0,328.0,384.0,346.0
10755.0,327.0,388.0,335.0
10805.0,336.0,394.0,362.0
10855.0,333.0,391.0,348.0
10905.0,296.0,402.0,335.0
10955.0,336.0,374.0,324.0
11005.0,317.0,394.0,327.0
11055.0,314.0,386.0,323.0
11105.0,327.0,386.0,328.0
11155.0,336.0,387.0,317.0
11205.0,332.0,392.0,296.0
11255.0,329.0,386.0,328.0
11305.0,322.0,384.0,300.0
11355.0,323.0,387.0,302.0
11405.0,314.0,378.0,290.0
11455.0,311.0,363.0,299.0
11505.0,309.0,374.0,288.0
11555.0,317.0,357.0,277.0
11606.0,319.0,368.0,281.0
11656.0,320.0,353.0,278.0
11706.0,323.0,362.0,273.0
11756.0,314.0,361.0,272.0
11806.0,313.0,343.0,264.0
11856.0,316.0,351.0,265.0
11906.0,308.0,332.0,265.0
11956.0,327.0,334.0,264.0
12006.0,319.0,329.0,259.0
12056.0,326.0,325.0,254.0
12106.0,323.0,320.0,263.0
12156.0,317.0,317.0,263.0
12206.0,329.0,328.0,258.0
12256.0,315.0,310.0,270.0
12306.0,307.0,317.0,267.0
12356.0,307.0,309.0,268.0
12406.0,307.0,309.0,265.0
12456.0,300.0,324.0,266.0
12506.0,285.0,310.0,269.0
12556.0,313.0,311.0,263.0
12606.0,305.0,313.0,268.0
12656.0,308.0,312.0,264.0
12706.0,311.0,310.0,268.0
12756.0,302.0,317.0,266.0
12806.0,308.0,310.0,269.0
12856.0,304.0,313.0,269.0
12906.0,305.0,307.0,266.0
12956.0,305.0,310.0,263.0
13006.0,303.0,311.0,267.0
13056.0,308.0,304.0,264.0
13106.0,305.0,307.0,266.0
13156.0,304.0,305.0,270.0
13206.0,305.0,308.0,264.0
