-0.56	12943.00
-0.63	12961.00
-0.63	12979.00
-0.70	12996.00
-0.21	13015.00
-0.77	13032.00
-0.42	13049.00
-0.49	13068.00
-0.42	13085.00
-0.84	13103.00
-0.56	13121.00
-0.70	13138.00
-0.77	13156.00
-0.98	13174.00
-0.98	13192.00
-5.18	13209.00
-4.13	13228.00
0.77	13245.00
-0.28	13262.00
0.21	13281.00
4.06	13298.00
7.49	13316.00
6.02	13334.00
18.83	13351.00
30.31	13369.00
-0.98	13387.00
-10.08	13405.00
-2.03	13422.00
-0.77	13441.00
-4.20	13458.00
-11.27	13475.00
-17.01	13494.00
-8.61	13511.00
-0.77	13530.00
8.33	13547.00
0.35	13564.00
-9.52	13583.00
-5.32	13600.00
-28.21	13618.00
-26.32	13636.00
-26.81	13654.00
-29.61	13671.00
-4.90	13689.00
-11.69	13707.00
-4.48	13724.00
-6.23	13743.00
-13.58	13760.00
-23.52	13778.00
-19.11	13796.00
